config,bit_size,type,VIT_FIRST,VIT_MIDDLE,VIT_LAST,QFORMER_FIRST,QFORMER_MIDDLE,QFORMER_LAST,LLM_FIRST,LLM_MIDDLE,LLM_LAST,METEOR,CIDEr
1038,5,BOTH,1,1,0,1,1,1,1,1,1,0.027090543859866246,0.0024521732267133974
715,6,ATTENTION,0,0,0,1,1,1,0,0,0,0.27864433211692125,1.2844142984448899
61,16,MLP,0,0,0,1,1,1,0,0,0,0.2785208443350772,1.2852764152502318
618,6,MLP,0,0,0,1,1,1,1,1,1,0.24869652201794684,1.1075143853450542
448,8,ATTENTION,0,0,0,0,0,0,0,0,1,0.2785208443350772,1.2852764152502318
496,8,BOTH,1,1,1,0,0,0,1,1,1,0.27472194569104263,1.2682233929175837
506,8,BOTH,0,0,0,0,1,0,0,0,0,0.2786918902321742,1.2866667145005517
603,6,MLP,0,0,0,0,0,1,0,0,0,0.2785208443350772,1.2852764152502318
472,8,BOTH,0,1,0,1,1,1,1,1,1,0.2776646600198522,1.2851705169600975
885,5,MLP,0,0,0,1,1,0,1,1,1,0.15421579093383528,0.2041313520068872
722,6,ATTENTION,0,0,0,1,1,1,0,1,0,0.27864433211692125,1.2844142984448899
56,16,MLP,0,0,0,0,1,1,1,1,1,0.2785208443350772,1.2852764152502318
107,16,ATTENTION,0,0,1,0,0,0,0,0,0,0.2785208443350772,1.2852764152502318
661,6,ATTENTION,0,1,0,0,0,0,0,0,0,0.27826813793665484,1.284306905324892
890,5,MLP,0,0,0,1,0,1,0,0,0,0.2785208443350772,1.2852764152502318
906,5,MLP,1,1,1,1,1,1,0,1,0,0.09887386299897492,0.08498850615997862
505,8,BOTH,0,0,0,0,1,0,1,1,1,0.27813398692091595,1.277997524577381
544,8,BOTH,0,0,0,1,1,1,1,1,0,0.27868113751772783,1.2890080011561478
557,8,BOTH,0,0,0,0,0,0,1,1,1,0.2782263035104425,1.27793685233323
419,8,ATTENTION,1,1,1,1,1,0,0,0,0,0.277993415987267,1.2766317205629334
352,8,MLP,1,1,1,1,1,1,0,0,1,0.276065188349591,1.2674684202951911
972,5,ATTENTION,1,1,1,0,0,1,1,1,1,0.2467462912364597,1.069393423330704
75,16,MLP,0,0,0,1,1,1,0,0,1,0.2785208443350772,1.2852764152502318
804,6,BOTH,0,0,0,1,1,1,1,1,1,0.2501607002845491,1.1172199964203238
114,16,ATTENTION,1,0,1,0,0,0,1,1,1,0.27851928376294693,1.2852131063914425
745,6,BOTH,0,0,0,1,1,1,0,0,0,0.27864433211692125,1.2844142984448899
942,5,ATTENTION,0,0,1,1,1,1,0,0,0,0.27784459711386017,1.2688236642441308
0,16,MLP,0,0,0,1,1,1,1,1,1,0.2785208443350772,1.2852764152502318
1032,5,BOTH,0,1,0,0,0,0,1,1,1,0.044043055096547185,0.015892860399717244
882,5,MLP,0,0,0,0,0,1,0,0,0,0.2785208443350772,1.2852764152502318
556,8,BOTH,0,0,0,1,1,1,1,1,1,0.27815321332023424,1.279290014746267
130,16,ATTENTION,0,0,0,1,0,0,0,0,0,0.2785208443350772,1.2852764152502318
223,16,BOTH,0,0,0,1,0,0,0,0,0,0.2785208443350772,1.2852764152502318
528,8,BOTH,1,1,1,0,0,0,0,0,0,0.27598077688809675,1.269533057921874
838,5,MLP,0,0,0,1,1,1,0,0,0,0.2785208443350772,1.2852764152502318
662,6,ATTENTION,0,0,1,1,1,1,1,1,1,0.2772981643605246,1.2759272420976968
818,6,BOTH,1,1,1,0,0,0,0,0,1,0.23370372743450804,0.9867535623225446
540,8,BOTH,0,0,0,1,1,1,0,0,1,0.27640679288518205,1.2727463470302414
973,5,ATTENTION,1,1,1,0,0,1,0,0,0,0.2467462912364597,1.069393423330704
731,6,ATTENTION,0,0,0,0,0,0,1,1,0,0.2785208443350772,1.2852764152502318
3,16,MLP,1,0,0,1,1,1,1,1,1,0.2785271331383665,1.2852207375047249
717,6,ATTENTION,1,1,1,0,0,0,1,0,0,0.2670303343691356,1.1889801617742006
700,6,ATTENTION,0,0,0,1,1,0,0,0,0,0.2790987667292941,1.2851829380622215
405,8,ATTENTION,0,0,0,0,0,0,1,1,1,0.2785208443350772,1.2852764152502318
555,8,BOTH,1,1,1,0,0,0,1,1,1,0.27472194569104263,1.2682233929175837
351,8,MLP,0,0,0,0,0,0,0,1,0,0.27885490286904485,1.283110499675077
1017,5,ATTENTION,0,0,0,1,1,1,0,1,1,0.2776623289642982,1.2825037584404828
66,16,MLP,1,1,1,0,0,0,1,0,0,0.27851928376294693,1.2852131063914425
328,8,MLP,0,0,0,1,1,0,0,0,0,0.2785208443350772,1.2852764152502318
524,8,BOTH,1,1,1,1,1,1,0,0,0,0.27571901571095014,1.267514579489813
237,16,BOTH,1,1,1,1,0,1,0,0,0,0.27851928376294693,1.2852131063914425
840,5,MLP,1,0,0,1,1,1,1,1,1,0.1509907853929716,0.2038944802191001
272,16,BOTH,1,1,1,0,0,0,0,1,1,0.2785208443350772,1.2852764152502318
39,16,MLP,1,1,1,0,1,0,0,0,0,0.27851928376294693,1.2852131063914425
858,5,MLP,1,0,1,0,0,0,1,1,1,0.0413944217460613,0.0226471227489734
343,8,MLP,0,0,0,1,1,1,0,0,0,0.2785208443350772,1.2852764152502318
329,8,MLP,1,1,1,1,0,1,1,1,1,0.2759322079683527,1.2689976569023262
1007,5,ATTENTION,1,1,1,1,1,1,1,1,0,0.2471998820019974,1.0730299176968154
171,16,ATTENTION,1,1,1,0,0,0,1,1,0,0.27851928376294693,1.2852131063914425
95,16,ATTENTION,0,0,0,0,0,0,1,1,1,0.2785208443350772,1.2852764152502318
139,16,ATTENTION,1,1,1,1,1,0,1,1,1,0.27851928376294693,1.2852131063914425
899,5,MLP,1,1,1,1,1,1,0,0,0,0.11113121030875008,0.09994637640739873
106,16,ATTENTION,0,0,1,0,0,0,1,1,1,0.2785208443350772,1.2852764152502318
276,16,BOTH,1,1,1,0,0,0,1,1,1,0.2785208443350772,1.2852764152502318
979,5,ATTENTION,0,0,0,1,1,0,0,0,0,0.27896180937886234,1.2891420534239222
521,8,BOTH,0,0,0,0,1,1,1,1,1,0.2783361264112213,1.27924224487725
483,8,BOTH,1,1,0,0,0,0,0,0,0,0.27728345412321365,1.2811208920029398
936,5,ATTENTION,1,0,0,0,0,0,0,0,0,0.24719407757040102,1.0765243205301236
292,8,MLP,0,0,1,0,0,0,1,1,1,0.27758766826775205,1.2766517815948681
73,16,MLP,1,1,1,1,1,1,0,0,1,0.2785208443350772,1.2852764152502318
111,16,ATTENTION,1,1,0,0,0,0,0,0,0,0.27851928376294693,1.2852131063914425
902,5,MLP,1,1,1,1,1,1,1,0,0,0.030369085966958292,0.0048092773018975086
680,6,ATTENTION,1,1,1,0,0,0,1,1,1,0.2670303343691356,1.1889801617742006
462,8,ATTENTION,1,1,1,0,0,0,1,1,1,0.27786666840054836,1.2750848440269638
842,5,MLP,1,0,0,0,0,0,1,1,1,0.1509907853929716,0.2038944802191001
295,8,MLP,1,1,0,1,1,1,0,0,0,0.27702785974979655,1.2817934998921003
727,6,ATTENTION,0,0,0,0,0,0,0,0,1,0.2785208443350772,1.2852764152502318
614,6,MLP,0,0,0,0,1,1,1,1,1,0.24869652201794684,1.1075143853450542
658,6,ATTENTION,0,1,0,1,1,1,1,1,1,0.2802354583064926,1.2899365074131541
15,16,MLP,1,1,0,1,1,1,1,1,1,0.2785208443350772,1.2852764152502318
532,8,BOTH,0,0,0,1,1,1,1,0,0,0.2791594847868215,1.2892492468761467
593,6,MLP,1,1,1,1,0,0,0,0,0,0.24838447589699195,1.0891186992901516
31,16,MLP,1,1,1,0,0,0,1,1,1,0.2785208443350772,1.2852764152502318
412,8,ATTENTION,0,0,0,0,1,0,1,1,1,0.2786918902321742,1.2866667145005517
992,5,ATTENTION,1,1,1,1,1,1,0,0,0,0.2471998820019974,1.0730299176968154
599,6,MLP,0,0,0,0,1,0,0,0,0,0.2785208443350772,1.2852764152502318
299,8,MLP,1,0,1,1,1,1,0,0,0,0.278898349581032,1.2888299061105621
982,5,ATTENTION,0,0,0,1,0,1,1,1,1,0.27785595770286425,1.2823189923574747
668,6,ATTENTION,1,1,0,0,0,0,1,1,1,0.26827700627396456,1.2148294819834442
257,16,BOTH,0,0,0,1,1,1,0,1,0,0.2785208443350772,1.2852764152502318
404,8,ATTENTION,1,1,1,0,0,0,0,0,0,0.27786666840054836,1.2750848440269638
466,8,BOTH,0,0,0,1,1,1,0,0,0,0.27863146981919407,1.282046248444813
97,16,ATTENTION,1,0,0,1,1,1,0,0,0,0.2785208443350772,1.2852764152502318
308,8,MLP,1,1,1,0,0,0,1,1,1,0.2759322079683527,1.2689976569023262
1001,5,ATTENTION,0,0,0,1,1,1,0,1,0,0.2776623289642982,1.2825037584404828
914,5,MLP,1,1,1,1,1,1,1,1,0,0.022731832567537094,0.003641138420905276
782,6,BOTH,1,1,1,0,1,0,1,1,1,0.2109733086198226,0.8577508195903365
619,6,MLP,0,0,0,1,1,1,0,0,0,0.2785208443350772,1.2852764152502318
1015,5,ATTENTION,1,1,1,1,1,1,0,1,1,0.2471998820019974,1.0730299176968154
694,6,ATTENTION,1,1,1,0,0,1,0,0,0,0.26694868365010593,1.1931050194034412
971,5,ATTENTION,0,0,0,0,1,0,0,0,0,0.27877053196487334,1.285788937470552
441,8,ATTENTION,1,1,1,1,1,1,0,1,0,0.27771094013758973,1.2748510059248088
856,5,MLP,1,0,1,1,1,1,1,1,1,0.0413944217460613,0.0226471227489734
96,16,ATTENTION,1,0,0,1,1,1,1,1,1,0.2785208443350772,1.2852764152502318
236,16,BOTH,1,1,1,1,0,1,1,1,1,0.2785208443350772,1.2852764152502318
115,16,ATTENTION,1,0,1,0,0,0,0,0,0,0.27851928376294693,1.2852131063914425
616,6,MLP,1,1,1,1,1,1,1,1,1,0.22360767628027875,0.9456258451329649
622,6,MLP,0,0,0,1,1,1,0,0,0,0.2785208443350772,1.2852764152502318
502,8,BOTH,0,0,0,1,0,0,0,0,0,0.27867508634709537,1.286455253756982
892,5,MLP,1,1,1,0,1,1,0,0,0,0.11113121030875008,0.09994637640739873
522,8,BOTH,0,0,0,0,1,1,0,0,0,0.27871130622271456,1.283591215220027
960,5,ATTENTION,1,1,1,0,0,0,0,0,0,0.24590725982829476,1.064162286591715
686,6,ATTENTION,1,1,1,1,0,0,0,0,0,0.26682024595075143,1.1896843029424926
789,6,BOTH,0,0,0,0,0,1,0,0,0,0.2783639808339153,1.2886995400969599
545,8,BOTH,0,0,0,0,0,0,1,1,0,0.2787560311697818,1.2879579390148084
923,5,MLP,1,1,1,0,0,0,0,1,1,0.0940622773954117,0.07644107526061968
377,8,ATTENTION,1,0,0,0,0,0,1,1,1,0.27860684232890154,1.2769395096927156
300,8,MLP,1,0,1,0,0,0,1,1,1,0.27679731000322655,1.2725934348254613
42,16,MLP,1,1,1,0,0,1,1,1,1,0.2785208443350772,1.2852764152502318
894,5,MLP,0,0,0,0,1,1,0,0,0,0.2785208443350772,1.2852764152502318
411,8,ATTENTION,1,1,1,0,1,0,0,0,0,0.27822896690070453,1.2786112758894874
388,8,ATTENTION,1,1,0,1,1,1,0,0,0,0.2779149710897562,1.2756722286659423
958,5,ATTENTION,1,1,1,1,1,1,0,0,0,0.2471998820019974,1.0730299176968154
4,16,MLP,1,0,0,1,1,1,0,0,0,0.27851928376294693,1.2852131063914425
501,8,BOTH,0,0,0,1,0,0,1,1,1,0.27802668131461067,1.2780984274142335
1010,5,ATTENTION,0,0,0,0,0,0,1,1,0,0.2785208443350772,1.2852764152502318
607,6,MLP,0,0,0,1,1,0,0,0,0,0.2785208443350772,1.2852764152502318
625,6,MLP,0,0,0,1,1,1,1,0,0,0.2562869742020571,1.1504287359484224
240,16,BOTH,1,1,1,0,1,1,1,1,1,0.2785208443350772,1.2852764152502318
769,6,BOTH,0,1,1,0,0,0,1,1,1,0.2392912910514207,1.0204284302815583
154,16,ATTENTION,0,0,0,1,1,1,0,0,0,0.2785208443350772,1.2852764152502318
527,8,BOTH,1,1,1,1,1,1,0,0,0,0.27571901571095014,1.267514579489813
617,6,MLP,1,1,1,1,1,1,0,0,0,0.24838447589699195,1.0891186992901516
420,8,ATTENTION,0,0,0,1,1,0,1,1,1,0.2786084714212416,1.2860592992203264
192,16,BOTH,1,0,0,0,0,0,0,0,0,0.27851928376294693,1.2852131063914425
587,6,MLP,1,1,1,0,0,0,1,1,1,0.22360767628027875,0.9456258451329649
889,5,MLP,0,0,0,1,0,1,1,1,1,0.15421579093383528,0.2041313520068872
245,16,BOTH,1,1,1,1,1,1,0,0,0,0.27851928376294693,1.2852131063914425
337,8,MLP,1,1,1,1,1,1,1,1,1,0.2759322079683527,1.2689976569023262
708,6,ATTENTION,0,0,0,0,1,1,0,0,0,0.2778187109212796,1.280785255786987
520,8,BOTH,1,1,1,0,1,1,0,0,0,0.27592001823496237,1.2692092006552593
993,5,ATTENTION,1,1,1,0,0,0,0,0,0,0.24590725982829476,1.064162286591715
356,8,MLP,1,1,1,1,1,1,1,1,0,0.2782155446646343,1.289882383700871
222,16,BOTH,0,0,0,1,0,0,1,1,1,0.2785208443350772,1.2852764152502318
627,6,MLP,1,1,1,1,1,1,0,1,0,0.24833135342892562,1.0960857211087076
76,16,MLP,0,0,0,0,0,0,0,0,1,0.2785208443350772,1.2852764152502318
361,8,MLP,1,1,1,0,0,0,1,0,1,0.2775533684777998,1.2784766659575961
691,6,ATTENTION,0,0,0,0,1,0,1,1,1,0.2780641250580817,1.2797570100343387
771,6,BOTH,1,1,1,1,1,1,1,1,1,0.21111395983602613,0.8611088645150249
59,16,MLP,1,1,1,1,1,1,0,0,0,0.27851928376294693,1.2852131063914425
262,16,BOTH,0,0,0,0,0,0,0,0,1,0.2785208443350772,1.2852764152502318
567,6,MLP,0,1,0,0,0,0,1,1,1,0.251203553644076,1.1147084833660734
730,6,ATTENTION,0,0,0,1,1,1,1,1,0,0.27864433211692125,1.2844142984448899
747,6,BOTH,1,0,0,1,1,1,1,1,1,0.2139109763213648,0.8840473062482198
314,8,MLP,1,1,1,1,0,0,0,0,0,0.2785175866119606,1.2827405384338042
605,6,MLP,1,1,1,1,1,0,0,0,0,0.24838447589699195,1.0891186992901516
546,8,BOTH,1,1,1,1,1,1,1,0,1,0.2750605410844401,1.2577398004408704
781,6,BOTH,0,0,0,1,0,0,0,0,0,0.27878602225083565,1.2834872986452988
180,16,ATTENTION,0,0,0,1,1,1,0,1,1,0.2785208443350772,1.2852764152502318
179,16,ATTENTION,1,1,1,0,0,0,0,1,1,0.27851928376294693,1.2852131063914425
323,8,MLP,0,0,0,0,0,1,1,1,1,0.2782263035104425,1.27793685233323
450,8,ATTENTION,1,1,1,0,0,0,1,1,0,0.27786666840054836,1.2750848440269638
595,6,MLP,0,0,0,1,0,0,0,0,0,0.2785208443350772,1.2852764152502318
100,16,ATTENTION,0,1,0,1,1,1,1,1,1,0.27851928376294693,1.2852131063914425
161,16,ATTENTION,0,0,0,0,0,0,1,0,0,0.2785208443350772,1.2852764152502318
446,8,ATTENTION,1,1,1,0,0,0,0,0,1,0.27786666840054836,1.2750848440269638
943,5,ATTENTION,0,0,1,0,0,0,1,1,1,0.27779487111087575,1.2732129138225106
799,6,BOTH,1,1,1,0,1,1,0,0,0,0.24115387291889784,1.032709507062681
368,8,MLP,1,1,1,1,1,1,1,1,1,0.2759322079683527,1.2689976569023262
269,16,BOTH,0,0,0,1,1,1,1,0,1,0.2785271331383665,1.2852207375047249
529,8,BOTH,0,0,0,1,1,1,0,0,0,0.27863146981919407,1.282046248444813
224,16,BOTH,1,1,1,0,1,0,1,1,1,0.2785208443350772,1.2852764152502318
674,6,ATTENTION,0,1,1,1,1,1,1,1,1,0.27603622890020657,1.2702192019849567
671,6,ATTENTION,1,0,1,1,1,1,0,0,0,0.26767533043887765,1.203423135029739
855,5,MLP,1,1,0,0,0,0,0,0,0,0.16396410148291646,0.426462742278709
1000,5,ATTENTION,1,1,1,0,0,0,0,1,0,0.24590725982829476,1.064162286591715
341,8,MLP,1,1,1,1,1,1,0,0,0,0.2785175866119606,1.2827405384338042
828,6,BOTH,0,0,0,0,0,0,1,0,1,0.25173830425671206,1.1244581552414106
470,8,BOTH,1,0,0,0,0,0,1,1,1,0.2754384420763645,1.2623537745702604
489,8,BOTH,0,1,1,1,1,1,0,0,0,0.27935244577031937,1.2874498910553414
303,8,MLP,0,1,1,1,1,1,0,0,0,0.2788178965982046,1.2871036676505345
461,8,ATTENTION,1,1,1,1,1,1,1,1,1,0.27771094013758973,1.2748510059248088
1027,5,BOTH,1,0,0,1,1,1,0,0,0,0.23682616791938116,1.0023885522366087
692,6,ATTENTION,0,0,0,0,1,0,0,0,0,0.2780641250580817,1.2797570100343387
650,6,MLP,0,0,0,0,0,0,1,1,1,0.24869652201794684,1.1075143853450542
946,5,ATTENTION,1,1,0,1,1,1,0,0,0,0.24352949436973714,1.0593152267457362
872,5,MLP,1,1,1,1,0,0,0,0,0,0.11113121030875008,0.09994637640739873
536,8,BOTH,0,0,0,1,1,1,0,1,0,0.27808272614722224,1.2799663437796078
401,8,ATTENTION,1,1,1,0,0,0,1,1,1,0.27786666840054836,1.2750848440269638
274,16,BOTH,0,0,0,0,0,0,0,1,1,0.2785208443350772,1.2852764152502318
753,6,BOTH,0,1,0,0,0,0,1,1,1,0.2490956399712108,1.1017115092503345
176,16,ATTENTION,0,0,0,1,1,1,1,0,1,0.2785208443350772,1.2852764152502318
767,6,BOTH,0,1,1,1,1,1,1,1,1,0.23968558841138374,1.020439744818576
819,6,BOTH,0,0,0,1,1,1,0,0,1,0.2750448948673095,1.2576604846556194
94,16,ATTENTION,0,0,0,1,1,1,0,0,0,0.2785208443350772,1.2852764152502318
467,8,BOTH,0,0,0,0,0,0,1,1,1,0.2782263035104425,1.27793685233323
439,8,ATTENTION,0,0,0,1,1,1,1,0,0,0.27863146981919407,1.282046248444813
783,6,BOTH,1,1,1,0,1,0,0,0,0,0.23959009084586474,1.021186163606634
690,6,ATTENTION,1,1,1,0,1,0,0,0,0,0.26673955493299345,1.1874396094812627
