config,bit_size,type,VIT_FIRST,VIT_MIDDLE,VIT_LAST,QFORMER_FIRST,QFORMER_MIDDLE,QFORMER_LAST,LLM_FIRST,LLM_MIDDLE,LLM_LAST,METEOR,CIDEr
298,8,MLP,1,0,1,1,1,1,1,1,1,0.27679731000322655,1.2725934348254613
1242,4,ATTENTION,0,0,0,0,0,0,1,1,1,0.2785208443350772,1.2852764152502318
257,16,BOTH,0,0,0,1,1,1,0,1,0,0.2785208443350772,1.2852764152502318
905,5,MLP,0,0,0,0,0,0,1,0,0,0.15402903823507338,0.24273057431172346
872,5,MLP,1,1,1,1,0,0,0,0,0,0.11113121030875008,0.09994637640739873
528,8,BOTH,1,1,1,0,0,0,0,0,0,0.27598077688809675,1.269533057921874
112,16,ATTENTION,1,0,1,1,1,1,1,1,1,0.27851928376294693,1.2852131063914425
423,8,ATTENTION,1,1,1,1,0,1,0,0,0,0.2777725908052835,1.2765035954976804
200,16,BOTH,0,0,1,0,0,0,0,0,0,0.27851928376294693,1.2852131063914425
1489,3,ATTENTION,0,0,0,1,1,1,0,0,0,0.27111745716402363,1.2309171925065152
1087,5,BOTH,0,0,0,1,1,1,0,0,0,0.2776623289642982,1.2825037584404828
918,5,MLP,1,1,1,1,1,1,1,0,1,0.027885765470634743,0.004531311239061182
1094,5,BOTH,0,0,0,1,1,1,0,1,0,0.27430950905745927,1.2593098999711423
558,6,MLP,0,0,0,1,1,1,1,1,1,0.24869652201794684,1.1075143853450542
726,6,ATTENTION,0,0,0,1,1,1,0,0,1,0.27864433211692125,1.2844142984448899
155,16,ATTENTION,1,1,1,1,1,1,0,0,0,0.27851928376294693,1.2852131063914425
1349,4,BOTH,1,1,1,1,1,0,0,0,0,0.0,0.0
1407,3,MLP,0,0,1,1,1,1,0,0,0,0.01591939986043266,0.007631624966597725
611,6,MLP,0,0,0,1,0,1,0,0,0,0.2785208443350772,1.2852764152502318
207,16,BOTH,1,0,1,0,0,0,1,1,1,0.2785271331383665,1.2852207375047249
916,5,MLP,0,0,0,1,1,1,1,1,0,0.1546805814281058,0.21180345039725168
703,6,ATTENTION,0,0,0,1,0,1,1,1,1,0.2791184606302948,1.2927169208854412
230,16,BOTH,0,0,0,0,0,1,1,1,1,0.2785271331383665,1.2852207375047249
868,5,MLP,1,1,1,0,0,0,1,1,1,0.024910531832376875,0.002102127233123678
1226,4,ATTENTION,1,1,0,0,0,0,1,1,1,0.15564378455132183,0.40477991460297186
1393,4,BOTH,0,0,0,1,1,1,1,1,1,0.0026716636672294474,0.0013694913480875117
1052,5,BOTH,1,1,1,0,0,0,1,1,1,0.017213742776706526,0.0006018312085335639
1447,3,MLP,0,0,0,1,0,1,1,1,1,0.0,0.0
555,8,BOTH,1,1,1,0,0,0,1,1,1,0.27472194569104263,1.2682233929175837
576,6,MLP,1,1,0,0,0,0,0,0,0,0.25885502692062323,1.1624618534252777
585,6,MLP,1,1,1,1,1,1,1,1,1,0.22360767628027875,0.9456258451329649
621,6,MLP,1,1,1,0,0,0,0,0,0,0.24838447589699195,1.0891186992901516
1158,4,MLP,1,1,1,0,0,1,1,1,1,0.0,0.0
764,6,BOTH,1,0,1,1,1,1,0,0,0,0.24043679457751205,1.043376350520733
543,8,BOTH,1,1,1,0,0,0,1,1,0,0.27650082863143594,1.2744570646126427
366,8,MLP,0,0,0,1,1,1,0,1,1,0.27766581784810523,1.2798128154931665
1042,5,BOTH,1,0,1,1,1,1,1,1,1,0.031926896706137894,0.008007728674899604
917,5,MLP,0,0,0,0,0,0,1,1,0,0.1546805814281058,0.21180345039725168
246,16,BOTH,0,0,0,1,1,1,1,1,1,0.2785271331383665,1.2852207375047249
579,6,MLP,1,0,1,0,0,0,1,1,1,0.21763350591009284,0.9108439119776628
835,6,BOTH,0,0,0,1,1,1,1,1,1,0.2501607002845491,1.1172199964203238
293,8,MLP,0,0,1,0,0,0,0,0,0,0.27845807397681005,1.2866668110083783
414,8,ATTENTION,1,1,1,0,0,1,1,1,1,0.2777843184359699,1.2760573780551427
830,6,BOTH,1,1,1,0,0,0,0,1,1,0.23168207135972876,0.9836310183549479
869,5,MLP,1,1,1,0,0,0,0,0,0,0.11113121030875008,0.09994637640739873
297,8,MLP,1,1,0,0,0,0,0,0,0,0.27702785974979655,1.2817934998921003
495,8,BOTH,1,1,1,0,0,0,0,0,0,0.27598077688809675,1.269533057921874
1073,5,BOTH,1,1,1,1,0,1,1,1,1,0.016171587002870844,0.0006148505765077696
982,5,ATTENTION,0,0,0,1,0,1,1,1,1,0.27785595770286425,1.2823189923574747
1263,4,ATTENTION,1,1,1,0,1,1,1,1,1,0.07003243526036312,0.0318076185825529
1105,5,BOTH,1,1,1,0,0,0,1,0,1,0.012055567681115669,0.0006650733487550248
739,6,ATTENTION,0,0,0,0,0,0,0,1,1,0.2785208443350772,1.2852764152502318
738,6,ATTENTION,0,0,0,1,1,1,0,1,1,0.27864433211692125,1.2844142984448899
448,8,ATTENTION,0,0,0,0,0,0,0,0,1,0.2785208443350772,1.2852764152502318
971,5,ATTENTION,0,0,0,0,1,0,0,0,0,0.27877053196487334,1.285788937470552
862,5,MLP,0,1,1,0,0,0,1,1,1,0.02544718530197197,0.001783744887800076
547,8,BOTH,1,1,1,0,0,0,1,0,1,0.2759984937375281,1.2691749518883422
493,8,BOTH,1,1,1,1,1,1,0,0,0,0.27571901571095014,1.267514579489813
129,16,ATTENTION,0,0,0,1,0,0,1,1,1,0.2785208443350772,1.2852764152502318
4,16,MLP,1,0,0,1,1,1,0,0,0,0.27851928376294693,1.2852131063914425
425,8,ATTENTION,0,0,0,1,0,1,0,0,0,0.27887690363790396,1.2860107910331067
21,16,MLP,1,0,1,0,0,0,1,1,1,0.2785271331383665,1.2852207375047249
275,16,BOTH,1,1,1,1,1,1,1,1,1,0.2785208443350772,1.2852764152502318
761,6,BOTH,1,1,0,0,0,0,1,1,1,0.21645668328625883,0.8980877449248724
335,8,MLP,0,0,0,0,1,1,1,1,1,0.2782263035104425,1.27793685233323
883,5,MLP,1,1,1,1,1,0,1,1,1,0.024910531832376875,0.002102127233123678
327,8,MLP,0,0,0,1,1,0,1,1,1,0.2782263035104425,1.27793685233323
408,8,ATTENTION,0,0,0,1,0,0,1,1,1,0.27867508634709537,1.286455253756982
1051,5,BOTH,1,1,1,1,1,1,0,0,0,0.08133181908457321,0.02996039974685191
1037,5,BOTH,0,0,1,0,0,0,0,0,0,0.18298665707832026,0.4592460685967142
8,16,MLP,0,1,0,1,1,1,0,0,0,0.2785208443350772,1.2852764152502318
216,16,BOTH,1,1,1,0,0,0,0,0,0,0.27851928376294693,1.2852131063914425
485,8,BOTH,1,0,1,1,1,1,0,0,0,0.2767800303155384,1.2708042404198885
612,6,MLP,1,1,1,0,1,1,1,1,1,0.22360767628027875,0.9456258451329649
734,6,ATTENTION,0,0,0,1,1,1,1,0,1,0.27864433211692125,1.2844142984448899
1143,4,MLP,1,1,1,1,1,1,1,1,1,0.0,0.0
1318,4,BOTH,1,1,0,1,1,1,0,0,0,0.0,0.0
227,16,BOTH,0,0,0,0,1,0,0,0,0,0.2785208443350772,1.2852764152502318
707,6,ATTENTION,0,0,0,0,1,1,1,1,1,0.2778187109212796,1.280785255786987
1100,5,BOTH,1,1,1,1,1,1,1,1,0,0.014229565083875403,0.0006918575872542739
1044,5,BOTH,1,0,1,0,0,0,1,1,1,0.03299708198648642,0.007522296974193166
44,16,MLP,0,0,0,0,0,1,1,1,1,0.2785208443350772,1.2852764152502318
479,8,BOTH,0,0,1,0,0,0,0,0,0,0.27898818275405773,1.2919026922898937
795,6,BOTH,1,1,1,1,0,1,0,0,0,0.2412554471244327,1.0373933359750027
377,8,ATTENTION,1,0,0,0,0,0,1,1,1,0.27860684232890154,1.2769395096927156
76,16,MLP,0,0,0,0,0,0,0,0,1,0.2785208443350772,1.2852764152502318
1035,5,BOTH,0,0,1,1,1,1,0,0,0,0.1819880809664886,0.4484459860956842
1101,5,BOTH,1,1,1,0,0,0,1,1,0,0.013328017399588861,0.0006057552721909479
964,5,ATTENTION,1,1,1,1,0,0,1,1,1,0.246622462126641,1.0632478022306597
1458,3,MLP,1,1,1,0,0,0,0,0,0,0.0,0.0
138,16,ATTENTION,0,0,0,0,0,1,0,0,0,0.2785208443350772,1.2852764152502318
19,16,MLP,1,0,1,1,1,1,1,1,1,0.2785271331383665,1.2852207375047249
1029,5,BOTH,1,0,0,0,0,0,0,0,0,0.23555130662986346,0.993034758165045
808,6,BOTH,0,0,0,1,1,1,0,0,0,0.27864433211692125,1.2844142984448899
904,5,MLP,0,0,0,1,1,1,1,0,0,0.15402903823507338,0.24273057431172346
1368,4,BOTH,1,1,1,0,0,0,1,0,0,0.0,0.0
1007,5,ATTENTION,1,1,1,1,1,1,1,1,0,0.2471998820019974,1.0730299176968154
784,6,BOTH,0,0,0,0,1,0,1,1,1,0.24870316382765378,1.1110803426870386
864,5,MLP,1,1,1,1,1,1,1,1,1,0.024910531832376875,0.002102127233123678
1277,4,ATTENTION,0,0,0,0,0,0,1,0,0,0.2785208443350772,1.2852764152502318
909,5,MLP,0,0,0,0,0,0,0,1,0,0.27437073085235597,1.2586827080323735
859,5,MLP,1,0,1,0,0,0,0,0,0,0.1930567993263047,0.5665579654511652
1471,3,MLP,0,0,0,0,0,0,0,0,1,0.012446412269590203,0.000304453993174884
815,6,BOTH,0,0,0,1,1,1,0,1,0,0.2796888107334777,1.289288594381176
17,16,MLP,1,1,0,0,0,0,1,1,1,0.2785208443350772,1.2852764152502318
1106,5,BOTH,0,0,0,1,1,1,1,0,1,0.14522940401676623,0.2172992599813664
58,16,MLP,1,1,1,1,1,1,1,1,1,0.2785208443350772,1.2852764152502318
1309,4,BOTH,0,1,0,1,1,1,1,1,1,0.0,0.0
1174,4,MLP,1,1,1,1,1,1,1,1,1,0.0,0.0
1123,4,MLP,0,1,0,1,1,1,1,1,1,0.0,0.0
242,16,BOTH,0,0,0,0,1,1,1,1,1,0.2785271331383665,1.2852207375047249
697,6,ATTENTION,1,1,1,1,1,0,1,1,1,0.2668637851561833,1.1923393220500287
637,6,MLP,0,0,0,1,1,1,1,1,0,0.2528776604602209,1.1255468642962605
588,6,MLP,1,1,1,0,0,0,0,0,0,0.24838447589699195,1.0891186992901516
669,6,ATTENTION,1,1,0,0,0,0,0,0,0,0.26827700627396456,1.2148294819834442
98,16,ATTENTION,1,0,0,0,0,0,1,1,1,0.2785208443350772,1.2852764152502318
168,16,ATTENTION,0,0,0,1,1,1,0,0,1,0.2785208443350772,1.2852764152502318
575,6,MLP,1,1,0,0,0,0,1,1,1,0.23022235280391243,0.9755706542717394
397,8,ATTENTION,0,1,1,0,0,0,1,1,1,0.27881525766042176,1.2843142514856616
1061,5,BOTH,1,1,1,0,1,0,1,1,1,0.016588807573711672,0.0008464234761189096
1209,4,ATTENTION,0,0,0,1,1,1,1,1,1,0.2797308291964011,1.285463449470939
186,16,BOTH,0,0,0,1,1,1,1,1,1,0.2785271331383665,1.2852207375047249
376,8,ATTENTION,1,0,0,1,1,1,0,0,0,0.2784052867414102,1.276873452003259
1170,4,MLP,1,1,1,0,1,1,1,1,1,0.0,0.0
1285,4,ATTENTION,0,0,0,0,0,0,0,0,1,0.2785208443350772,1.2852764152502318
123,16,ATTENTION,1,1,1,0,0,0,0,0,0,0.27851928376294693,1.2852131063914425
781,6,BOTH,0,0,0,1,0,0,0,0,0,0.27878602225083565,1.2834872986452988
1142,4,MLP,0,1,1,0,0,0,0,0,0,0.0,0.0
1204,4,MLP,0,0,0,0,0,0,0,1,1,0.17694291485971314,0.6326256789953965
370,8,MLP,0,0,0,1,1,1,1,1,1,0.2782263035104425,1.27793685233323
667,6,ATTENTION,1,1,0,1,1,1,0,0,0,0.2683083679569595,1.2215813466038776
595,6,MLP,0,0,0,1,0,0,0,0,0,0.2785208443350772,1.2852764152502318
1241,4,ATTENTION,1,1,1,0,0,0,0,0,0,0.0720643969292513,0.03411371244130119
428,8,ATTENTION,0,0,0,0,1,1,1,1,1,0.27871130622271456,1.283591215220027
852,5,MLP,1,1,0,1,1,1,1,1,1,0.040145352515622144,0.019537953973369257
1196,4,MLP,0,0,0,0,0,0,1,1,0,6.318416604798837e-05,0.00012658090516927888
1278,4,ATTENTION,1,1,1,1,1,1,0,1,0,0.06962898937901577,0.031692131417132015
467,8,BOTH,0,0,0,0,0,0,1,1,1,0.2782263035104425,1.27793685233323
519,8,BOTH,1,1,1,0,1,1,1,1,1,0.27432957684516945,1.2593570139703356
875,5,MLP,1,1,1,0,1,0,1,1,1,0.024910531832376875,0.002102127233123678
655,6,ATTENTION,1,0,0,1,1,1,0,0,0,0.26920456911602114,1.2220023537681952
1235,4,ATTENTION,0,1,1,0,0,0,0,0,0,0.1922472094545127,0.6277386129897795
193,16,BOTH,0,1,0,1,1,1,1,1,1,0.2785208443350772,1.2852764152502318
145,16,ATTENTION,0,0,0,1,0,1,1,1,1,0.2785208443350772,1.2852764152502318
369,8,MLP,1,1,1,0,0,0,1,1,1,0.2759322079683527,1.2689976569023262
834,6,BOTH,1,1,1,0,0,0,1,1,1,0.2099539593861813,0.8535081970923823
1024,5,BOTH,0,0,0,1,1,1,0,0,0,0.2776623289642982,1.2825037584404828
1445,3,MLP,1,1,1,1,0,1,1,1,1,0.0,0.0
1459,3,MLP,0,0,0,1,1,1,0,0,0,0.2785208443350772,1.2852764152502318
889,5,MLP,0,0,0,1,0,1,1,1,1,0.15421579093383528,0.2041313520068872
1165,4,MLP,0,0,0,1,1,0,0,0,0,0.2785208443350772,1.2852764152502318
1117,4,MLP,0,0,0,1,1,1,0,0,0,0.2785208443350772,1.2852764152502318
802,6,BOTH,1,1,1,1,1,1,1,1,1,0.21111395983602613,0.8611088645150249
1031,5,BOTH,0,1,0,1,1,1,0,0,0,0.15328389932407058,0.3661960347264445
453,8,ATTENTION,1,1,1,1,1,1,1,0,1,0.27771094013758973,1.2748510059248088
197,16,BOTH,0,0,1,1,1,1,1,1,1,0.2785208443350772,1.2852764152502318
1365,4,BOTH,1,1,1,0,0,0,0,0,0,0.0,0.0
57,16,MLP,0,0,0,0,1,1,0,0,0,0.2785208443350772,1.2852764152502318
368,8,MLP,1,1,1,1,1,1,1,1,1,0.2759322079683527,1.2689976569023262
616,6,MLP,1,1,1,1,1,1,1,1,1,0.22360767628027875,0.9456258451329649
1153,4,MLP,0,0,0,1,0,0,0,0,0,0.2785208443350772,1.2852764152502318
861,5,MLP,0,1,1,1,1,1,0,0,0,0.11116947605414149,0.09488849327408021
634,6,MLP,0,0,0,0,0,0,0,0,1,0.27510283318414686,1.2635236687151803
975,5,ATTENTION,0,0,0,0,0,1,0,0,0,0.2771798313520781,1.2716402942290197
1355,4,BOTH,0,0,0,1,0,1,0,0,0,0.2795255859668593,1.2773784754766544
54,16,MLP,1,1,1,0,1,1,1,1,1,0.2785208443350772,1.2852764152502318
520,8,BOTH,1,1,1,0,1,1,0,0,0,0.27592001823496237,1.2692092006552593
1162,4,MLP,1,1,1,1,1,0,1,1,1,0.0,0.0
330,8,MLP,1,1,1,1,0,1,0,0,0,0.2785175866119606,1.2827405384338042
1140,4,MLP,0,1,1,1,1,1,0,0,0,0.0,0.0
1389,4,BOTH,0,0,0,1,1,1,0,1,1,0.18002305719577424,0.6537989254632586
991,5,ATTENTION,0,0,0,1,1,1,0,0,0,0.2776623289642982,1.2825037584404828
405,8,ATTENTION,0,0,0,0,0,0,1,1,1,0.2785208443350772,1.2852764152502318
915,5,MLP,1,1,1,0,0,0,1,1,0,0.022731832567537094,0.003641138420905276
563,6,MLP,1,0,0,0,0,0,1,1,1,0.22193086191125766,0.9375049764696025
680,6,ATTENTION,1,1,1,0,0,0,1,1,1,0.2670303343691356,1.1889801617742006
728,6,ATTENTION,1,1,1,1,1,1,1,1,0,0.26693491760570304,1.195565473292705
199,16,BOTH,0,0,1,0,0,0,1,1,1,0.2785208443350772,1.2852764152502318
262,16,BOTH,0,0,0,0,0,0,0,0,1,0.2785208443350772,1.2852764152502318
334,8,MLP,1,1,1,0,1,1,0,0,0,0.2785175866119606,1.2827405384338042
110,16,ATTENTION,1,1,0,0,0,0,1,1,1,0.27851928376294693,1.2852131063914425
151,16,ATTENTION,1,1,1,1,1,1,1,1,1,0.27851928376294693,1.2852131063914425
10,16,MLP,0,1,0,0,0,0,0,0,0,0.2785208443350772,1.2852764152502318
1115,5,BOTH,0,0,0,0,0,0,1,1,1,0.15421579093383528,0.2041313520068872
103,16,ATTENTION,0,1,0,0,0,0,0,0,0,0.2785208443350772,1.2852764152502318
328,8,MLP,0,0,0,1,1,0,0,0,0,0.2785208443350772,1.2852764152502318
1015,5,ATTENTION,1,1,1,1,1,1,0,1,1,0.2471998820019974,1.0730299176968154
1062,5,BOTH,1,1,1,0,1,0,0,0,0,0.08013485422489117,0.027726174257846785
1451,3,MLP,0,0,0,0,1,1,1,1,1,0.0,0.0
662,6,ATTENTION,0,0,1,1,1,1,1,1,1,0.2772981643605246,1.2759272420976968
876,5,MLP,1,1,1,0,1,0,0,0,0,0.11113121030875008,0.09994637640739873
886,5,MLP,0,0,0,1,1,0,0,0,0,0.2785208443350772,1.2852764152502318
981,5,ATTENTION,1,1,1,1,0,1,0,0,0,0.24615994463670327,1.066382255691063
1033,5,BOTH,0,1,0,0,0,0,0,0,0,0.1528097764452905,0.3658474567335876
1257,4,ATTENTION,0,0,0,1,1,0,1,1,1,0.2775181826865519,1.2812957209673546
532,8,BOTH,0,0,0,1,1,1,1,0,0,0.2791594847868215,1.2892492468761467
1456,3,MLP,0,0,0,1,1,1,0,0,0,0.2785208443350772,1.2852764152502318
814,6,BOTH,1,1,1,0,0,0,0,1,0,0.23806899680768703,1.0168905724519102
421,8,ATTENTION,0,0,0,1,1,0,0,0,0,0.2786084714212416,1.2860592992203264
229,16,BOTH,1,1,1,0,0,1,0,0,0,0.27851928376294693,1.2852131063914425
999,5,ATTENTION,1,1,1,1,1,1,0,1,0,0.2471998820019974,1.0730299176968154
1307,4,BOTH,1,0,0,0,0,0,1,1,1,0.0006277951073845326,2.8960343385994183e-05
68,16,MLP,0,0,0,0,0,0,1,0,0,0.2785208443350772,1.2852764152502318
431,8,ATTENTION,1,1,1,1,1,1,0,0,0,0.27771094013758973,1.2748510059248088
38,16,MLP,1,1,1,0,1,0,1,1,1,0.2785208443350772,1.2852764152502318
534,8,BOTH,1,1,1,1,1,1,0,1,0,0.27528406649534026,1.2657076759447368
237,16,BOTH,1,1,1,1,0,1,0,0,0,0.27851928376294693,1.2852131063914425
166,16,ATTENTION,1,1,1,1,1,1,0,0,1,0.27851928376294693,1.2852131063914425
1135,4,MLP,1,0,1,1,1,1,1,1,1,0.0,0.0
411,8,ATTENTION,1,1,1,0,1,0,0,0,0,0.27822896690070453,1.2786112758894874
1083,5,BOTH,0,0,0,1,1,1,1,1,1,0.15527487057482273,0.2070945261269593
775,6,BOTH,1,1,1,0,0,0,1,1,1,0.2099539593861813,0.8535081970923823
452,8,ATTENTION,0,0,0,0,0,0,1,1,0,0.2785208443350772,1.2852764152502318
13,16,MLP,0,0,1,0,0,0,1,1,1,0.2785208443350772,1.2852764152502318
53,16,MLP,0,0,0,1,0,1,0,0,0,0.2785208443350772,1.2852764152502318
1022,5,ATTENTION,0,0,0,0,0,0,1,1,1,0.2785208443350772,1.2852764152502318
1375,4,BOTH,1,1,1,1,1,1,0,0,1,0.0,0.0
1207,4,MLP,0,0,0,1,1,1,1,1,1,0.0020059439285883963,0.0010433784682518721
1191,4,MLP,0,0,0,1,1,1,0,0,1,0.2380814945526983,1.0089784115372062
1026,5,BOTH,1,0,0,1,1,1,1,1,1,0.12997785557526545,0.15023789362200932
623,6,MLP,1,1,1,1,1,1,1,0,0,0.23223688175121188,0.9806922560663088
976,5,ATTENTION,1,1,1,1,1,0,1,1,1,0.24741109540471898,1.0680755721058404
571,6,MLP,0,0,1,0,0,0,1,1,1,0.24530741077642598,1.0656184638153254
1197,4,MLP,1,1,1,1,1,1,1,0,1,0.0,0.0
939,5,ATTENTION,0,1,0,0,0,0,1,1,1,0.2736147645144286,1.2510979090986016
729,6,ATTENTION,1,1,1,0,0,0,1,1,0,0.2670303343691356,1.1889801617742006
584,6,MLP,0,1,1,0,0,0,0,0,0,0.2739471172379809,1.239076980651023
81,16,MLP,1,1,1,1,1,1,1,0,1,0.2785208443350772,1.2852764152502318
1472,3,MLP,1,1,1,1,1,1,1,1,0,0.0,0.0
546,8,BOTH,1,1,1,1,1,1,1,0,1,0.2750605410844401,1.2577398004408704
90,16,MLP,1,1,1,0,0,0,1,1,1,0.2785208443350772,1.2852764152502318
591,6,MLP,0,0,0,0,0,0,1,1,1,0.24869652201794684,1.1075143853450542
633,6,MLP,0,0,0,1,1,1,0,0,1,0.27510283318414686,1.2635236687151803
27,16,MLP,1,1,1,1,1,1,1,1,1,0.2785208443350772,1.2852764152502318
1308,4,BOTH,1,0,0,0,0,0,0,0,0,0.08281320801938678,0.02516280600390383
198,16,BOTH,0,0,1,1,1,1,0,0,0,0.27851928376294693,1.2852131063914425
